I2C Verbindung gefunden!.
1485	2
1485	4
1485	7
1485	9
1485	11
1485	13
1484	16
1484	18
1485	20
1485	23
1485	25
1485	27
1484	30
1484	32
1484	34
1484	36
1485	39
1485	41
1485	44
1485	47
1484	49
1484	51
1484	54
1484	56
1484	58
1485	60
1485	63
1485	65
1484	67
1484	70
1484	72
1484	74
1484	77
1485	79
1485	81
1485	84
1485	87
1485	89
1485	91
1485	94
1486	96
1486	98
1486	101
1486	103
1486	105
1486	108
1486	110
1486	112
1486	115
1486	117
1486	119
1486	122
1486	124
1486	128
1486	130
1486	132
1486	135
1486	137
1486	139
1486	142
1486	144
1486	146
1486	149
1485	151
1485	153
1485	156
1485	158
1485	161
1484	163
1484	165
1484	168
1484	171
1484	173
1483	176
1483	178
1483	180
1483	183
1483	185
1483	187
1483	190
1483	192
1483	194
1483	197
1483	199
1483	202
1483	204
1483	206
1483	209
1483	211
1483	214
1483	217
1483	219
1483	221
1483	224
1483	226
1483	228
1483	231
1483	233
1483	235
1483	238
1483	240
1483	243
1483	245
1483	247
1483	250
1482	252
1482	254
1482	258
1483	260
1483	262
1482	265
1482	267
1482	269
1482	272
1482	274
1482	277
1482	279
1482	281
1482	284
1482	286
1482	288
1482	291
1482	293
1482	295
1482	299
1482	301
1482	303
1482	306
1482	308
1482	310
1482	313
1482	315
1482	318
1482	320
1482	322
1482	325
1482	327
1483	329
1483	332
1483	334
1483	336
1483	339
1483	342
1483	344
1483	347
1483	349
1483	351
1483	354
1483	356
1483	359
1483	361
1483	363
1483	366
1483	368
1483	370
1483	373
1483	375
1482	377
1483	380
1483	382
1483	385
1482	388
1482	390
1482	392
1482	395
1482	397
1482	400
1482	402
1482	404
1482	407
1482	409
1482	411
1482	414
1482	416
1482	418
1482	421
1482	423
1482	425
1482	429
1482	431
1481	434
1481	436
1481	438
1481	441
1481	443
1481	445
1481	448
1481	450
1481	452
1481	455
1481	457
1481	459
1481	462
1481	464
1481	466
1481	470
1481	472
1481	475
1481	477
1481	479
1482	482
1482	484
1482	486
1482	489
1482	491
1482	493
1482	496
1482	498
1483	500
1483	503
1483	505
1483	507
1483	510
1483	513
1483	516
1483	518
1484	520
1484	523
1484	525
1484	527
1484	530
1484	532
1484	534
1484	537
1485	539
1485	541
1485	544
1485	546
1485	549
1485	551
1485	553
1485	557
1485	559
1485	561
1486	564
1486	566
1486	568
1485	571
1485	573
1485	575
1485	578
1485	580
1486	582
1485	585
1485	587
1485	590
1485	592
1485	594
1485	598
1485	600
1486	602
1486	605
1486	607
1486	609
1486	612
1485	614
1486	616
1486	619
1486	621
1486	623
1486	626
1486	628
1486	631
1486	633
1486	635
1486	638
1487	641
1487	643
1487	646
1487	648
1487	650
1487	653
1487	655
1487	657
1487	660
1487	662
1487	665
1487	667
1487	669
1487	672
1487	674
1487	676
1487	679
1487	681
1487	684
1487	687
1487	689
1487	691
1487	694
1486	696
1487	698
1487	701
1487	703
1486	706
1486	708
1486	710
1486	713
1486	715
1485	717
1485	720
1485	722
1485	724
1485	728
1485	730
1485	732
1484	735
1484	737
1484	739
1484	742
1484	744
1484	747
1484	749
1483	751
1483	754
1483	756
1483	758
1483	761
1483	763
1482	765
1482	769
1482	771
1482	773
1482	776
1482	778
1482	781
1482	783
1482	785
1482	788
1482	790
1482	792
1481	795
1481	797
1481	799
1482	802
1482	804
1482	806
1481	809
1481	812
1481	814
1481	817
1481	819
1481	822
1481	824
1481	826
1481	829
1481	831
1481	833
1481	836
1481	838
1481	840
1481	843
1481	845
1481	847
1481	850
1481	852
1481	855
1481	858
1481	860
1481	863
1481	865
1481	867
1481	870
1481	872
1481	874
1481	877
1481	879
1481	881
1481	884
1481	886
1481	888
1481	891
1481	893
1481	896
1481	899
1481	901
1481	904
1481	906
1481	908
1481	911
1481	913
1481	915
1482	918
1482	920
1482	922
1482	925
1482	927
1482	929
1482	932
1482	934
1483	937
1483	940
1483	942
1484	945
1484	947
1484	949
1484	952
1484	954
1484	956
1485	959
1485	961
1485	963
1485	966
1485	968
1485	970
1485	973
1485	975
1486	978
1486	980
1486	983
1486	986
1486	988
1486	990
1486	993
1486	995
1486	997
1486	1000
1486	1002
1486	1005
1486	1007
1486	1009
1486	1012
1486	1014
1486	1017
1487	1019
1487	1021
1487	1025
1487	1027
1486	1030
1486	1032
1486	1034
1486	1037
1486	1039
1486	1042
1486	1044
1486	1046
1486	1049
1486	1051
1485	1054
1485	1056
1485	1058
1485	1061
1485	1063
1485	1067
1485	1069
1485	1071
1484	1074
1484	1076
1484	1079
1485	1081
1485	1083
1484	1086
1484	1088
1484	1091
1484	1093
1484	1096
1484	1098
1484	1100
1485	1103
1484	1105
1485	1108
1484	1111
1484	1113
1484	1116
1484	1118
1485	1121
1485	1123
1485	1125
1485	1128
1485	1130
1484	1133
1484	1135
1484	1137
1484	1140
1485	1142
1485	1145
1485	1147
1484	1149
1484	1153
1484	1155
1484	1158
1484	1160
1484	1162
1484	1165
1484	1167
1484	1170
1484	1172
1484	1174
1484	1177
1484	1179
1484	1182
1484	1184
1484	1187
1484	1189
1484	1191
1484	1195
1484	1197
1484	1200
1484	1202
1484	1204
1484	1207
1484	1209
1484	1212
1484	1214
1484	1216
1484	1219
1484	1221
1484	1224
1484	1226
1484	1228
1484	1231
1484	1233
1484	1236
1484	1239
1484	1241
1484	1244
1484	1246
1484	1249
1484	1251
1484	1253
1484	1256
1484	1258
1484	1261
1484	1263
1484	1265
1484	1268
1483	1270
1483	1273
1483	1275
1483	1277
1483	1281
1483	1283
1483	1286
1483	1288
1483	1290
1482	1293
1482	1295
1482	1298
1482	1300
1483	1303
1483	1305
1482	1307
1482	1310
1482	1312
1482	1315
1482	1317
1482	1319
1482	1323
1482	1325
1482	1328
1482	1330
1482	1332
1482	1335
1482	1337
1482	1340
1482	1342
1482	1344
1482	1347
1482	1349
1482	1352
1482	1354
1482	1356
1482	1359
1482	1361
1482	1364
1482	1367
1482	1369
1482	1372
1481	1374
1481	1377
1481	1379
1482	1381
1482	1384
1482	1386
1482	1389
1482	1391
1482	1393
1482	1396
1482	1398
1482	1401
1483	1403
1483	1405
1483	1409
1483	1411
1483	1414
1483	1416
1484	1419
1484	1421
1485	1423
1485	1426
1485	1428
1485	1431
1485	1433
1485	1435
1485	1438
1485	1440
1485	1443
1485	1445
1485	1447
1485	1451
1485	1453
1485	1456
1485	1458
1485	1460
1485	1463
1485	1465
1484	1468
1484	1470
1484	1472
1483	1475
1483	1477
1483	1480
1483	1482
1483	1484
1483	1487
1483	1489
1482	1492
1482	1495
1482	1497
1482	1500
1483	1502
1483	1505
1483	1507
1482	1509
1482	1512
1482	1514
1482	1517
1482	1519
1482	1522
1482	1524
1482	1526
1482	1529
1482	1531
1482	1534
1482	1537
1482	1539
1482	1542
1482	1544
1482	1547
1482	1549
1482	1551
1482	1554
1482	1556
1482	1559
1482	1561
1482	1563
1482	1566
1482	1568
1482	1571
1481	1573
1481	1575
1482	1579
1482	1581
1482	1584
1482	1586
1482	1588
1481	1591
1481	1593
1481	1596
1481	1598
1481	1601
1481	1603
1481	1605
1481	1608
1481	1610
1480	1613
1480	1615
1480	1617
1480	1620
1481	1623
1481	1626
1481	1628
1480	1630
1480	1633
1480	1635
1480	1638
1481	1640
1481	1642
1481	1645
1482	1647
1481	1650
1481	1652
1481	1654
1481	1657
1482	1659
1482	1662
1482	1665
1482	1667
1482	1670
1482	1672
1482	1675
1482	1677
1482	1679
1483	1682
1483	1684
1483	1687
1483	1689
1482	1691
1482	1694
1482	1696
1482	1699
1483	1701
1483	1703
1483	1707
1483	1709
1482	1712
1482	1714
1482	1717
1483	1719
1483	1721
1483	1724
1483	1726
1483	1729
1483	1731
1483	1733
1483	1736
1483	1738
1483	1741
1484	1743
1484	1745
1484	1748
1484	1751
1484	1754
1484	1756
1484	1758
1484	1761
1485	1763
1485	1766
1485	1768
1485	1770
1485	1773
1485	1775
1485	1778
1485	1780
1486	1782
1486	1785
1486	1787
1486	1790
1486	1793
1486	1795
1486	1798
1486	1800
1486	1803
1487	1805
1487	1807
1487	1810
1486	1812
1487	1815
1487	1817
1487	1820
1487	1822
1487	1824
1487	1827
1487	1829
1487	1832
1487	1835
1487	1837
1487	1840
1487	1842
1488	1845
1488	1847
1487	1849
1487	1852
1487	1854
1487	1857
1487	1859
1487	1861
1487	1864
1487	1866
1487	1869
1487	1871
1487	1873
1487	1876
1487	1879
1487	1882
1487	1884
1487	1886
1487	1889
1486	1891
1486	1894
1486	1896
1486	1898
1486	1901
1486	1903
1486	1906
1486	1908
1486	1911
1486	1913
1486	1915
1486	1918
1486	1921
1486	1924
1486	1926
1486	1928
1486	1931
1486	1933
1486	1936
1486	1938
1486	1940
1486	1943
1485	1945
1485	1948
1485	1950
1485	1952
1484	1955
1484	1957
1484	1960
1484	1963
1484	1965
1484	1968
1483	1970
1483	1973
1483	1975
1483	1977
1483	1980
1483	1982
1482	1985
1482	1987
1482	1989
1481	1992
1481	1994
1481	1997
1481	1999
1481	2001
1481	2004
1480	2007
1480	2010
1480	2012
1480	2015
1480	2017
1480	2019
1480	2022
1480	2024
1480	2027
1479	2029
1479	2031
1479	2034
1479	2036
1479	2039
1479	2041
1479	2043
1479	2046
1479	2049
1479	2052
1479	2054
1479	2056
1479	2059
1479	2061
1479	2064
1479	2066
1479	2068
1479	2071
1479	2073
1479	2076
1479	2078
1479	2080
1480	2083
1480	2085
1480	2088
1480	2091
1480	2093
1480	2096
1480	2098
1480	2101
1481	2103
1481	2106
1481	2108
1481	2110
1481	2113
1481	2115
1482	2118
1482	2120
1483	2122
1483	2125
1484	2127
1484	2130
1484	2132
1484	2135
1484	2138
1485	2140
1485	2143
1485	2145
1485	2147
1485	2150
1485	2152
1485	2155
1485	2157
1486	2159
1486	2162
1486	2164
1486	2167
1486	2169
1486	2171
1486	2174
1486	2177
1486	2180
1487	2182
1487	2184
1487	2187
1487	2189
1487	2192
1487	2194
1487	2197
1487	2199
1487	2201
1487	2204
1487	2206
1487	2209
1487	2211
1487	2213
1486	2216
1486	2219
1486	2222
1486	2224
1486	2226
1486	2229
1485	2231
1485	2234
1485	2236
1485	2238
1485	2241
1485	2243
1485	2246
1485	2248
1485	2250
1485	2253
1485	2255
1485	2258
1485	2260
1485	2263
1485	2266
1485	2268
1485	2271
1485	2273
1485	2275
1485	2278
1485	2280
1485	2283
1486	2285
1486	2288
1485	2290
1485	2292
1485	2295
1485	2297
1486	2300
1486	2302
1486	2305
1486	2308
1486	2310
1486	2313
1486	2315
1487	2317
1487	2320
1487	2322
1487	2325
1488	2327
1487	2329
1487	2332
1488	2334
1488	2337
1488	2339
1488	2341
1489	2344
1489	2347
1489	2350
1489	2352
1489	2354
1489	2357
1489	2359
1490	2362
1489	2364
1490	2367
1490	2369
1490	2371
1490	2374
1490	2376
1490	2379
1490	2381
1490	2383
1490	2386
1491	2388
1490	2392
1490	2394
1490	2396
1490	2399
1491	2401
1491	2404
1491	2406
1491	2408
1490	2411
1490	2413
1490	2416
1490	2418
1490	2420
